tempC,rh,itLoadKW,electricityPrice,waterPrice,carbonFactor,bestTechnique
41.5944,73.4272,1722.2878,0.1049,2.1852,0.5894,ChilledWater
37.6074,85.2247,538.8034,0.0966,0.5211,0.7053,ChilledWater
32.5119,55.6312,439.4719,0.1670,1.8943,0.2292,Evaporative
25.1895,33.4184,1939.5090,0.0842,2.4747,0.6869,Evaporative
23.2406,59.5226,1037.1976,0.0730,1.4195,0.6734,Evaporative
36.3821,23.4933,1203.3085,0.1032,1.6579,0.6269,ChilledWater
37.8793,72.7824,1550.9404,0.1548,1.4732,0.3154,ChilledWater
29.6497,86.6240,264.4773,0.1954,0.6357,0.5066,Evaporative
26.4474,77.5489,1087.5202,0.1734,2.0170,0.5699,Evaporative
30.5958,66.1506,1496.8958,0.1728,1.2352,0.4111,Evaporative
25.4900,22.6347,365.5641,0.0679,2.2502,0.4816,Evaporative
29.3475,30.5080,318.2030,0.1374,2.4637,0.6387,Evaporative
25.1660,74.1305,1570.5621,0.1487,2.0392,0.4373,Evaporative
39.6692,52.8980,1112.8720,0.1935,1.8098,0.5283,ChilledWater
28.2209,77.7238,728.5364,0.1686,1.7205,0.6059,Evaporative
40.6904,71.9619,446.2977,0.0650,1.0567,0.5830,ChilledWater
30.4150,42.6894,805.6682,0.1806,2.3470,0.5668,Evaporative
16.4561,32.6256,1904.6792,0.0619,1.2501,0.3241,AirEconomizer
23.9595,58.2032,913.2944,0.1294,1.6982,0.6540,Evaporative
25.6513,50.2639,1726.9263,0.2411,1.3919,0.6860,Evaporative
35.3084,67.3856,938.5062,0.1362,2.3268,0.3561,ChilledWater
43.7963,84.3657,1495.0159,0.0735,1.5625,0.2913,ChilledWater
16.2626,73.2997,1030.1552,0.2115,1.9755,0.6095,AirEconomizer
32.9806,89.9848,918.1662,0.0715,1.9102,0.5012,Evaporative
42.7604,54.0108,248.3892,0.0807,2.0612,0.4616,ChilledWater
29.7713,76.4195,1583.8957,0.2306,1.8950,0.7477,Evaporative
38.9621,40.7560,332.9121,0.1192,2.4010,0.3557,ChilledWater
40.3282,52.7909,1855.4764,0.2221,1.9187,0.3804,ChilledWater
25.2828,54.2793,760.9828,0.0847,0.7276,0.6088,Evaporative
42.9524,29.4777,1670.4875,0.2098,0.8369,0.7058,ChilledWater
27.8814,49.4564,250.7372,0.1791,1.2316,0.3052,Evaporative
42.3144,72.7119,1839.1204,0.1835,0.8051,0.2521,ChilledWater
33.7875,77.4625,418.7386,0.2027,1.3561,0.5253,ChilledWater
36.4295,87.0548,1553.5817,0.1777,0.6848,0.3089,ChilledWater
20.3279,47.9318,622.7320,0.1489,2.3671,0.4122,AirEconomizer
37.0895,66.9464,1801.3861,0.0979,1.8098,0.6824,ChilledWater
19.8093,50.8119,711.3981,0.1496,1.8293,0.5998,AirEconomizer
26.9105,24.0572,425.5253,0.0949,2.4936,0.4478,Evaporative
40.5243,88.9362,462.4717,0.2078,0.6226,0.2892,ChilledWater
21.4196,51.7735,1293.4472,0.1130,0.6489,0.4474,Evaporative
23.0619,47.7151,1718.9126,0.0547,0.9553,0.6592,Evaporative
32.6795,61.8063,624.4704,0.1987,1.0829,0.4577,Evaporative
26.6435,67.7945,629.8847,0.1293,0.5480,0.5379,Evaporative
21.8400,30.6418,981.7095,0.1776,1.4335,0.3884,Evaporative
33.7426,80.0321,1969.1197,0.1179,0.5964,0.3400,ChilledWater
41.7040,85.3359,1159.7784,0.2034,0.7180,0.4328,ChilledWater
42.6109,79.7128,837.8136,0.0907,1.6491,0.5916,ChilledWater
16.9129,59.0060,1593.4850,0.2447,1.6796,0.3549,AirEconomizer
16.4981,28.5547,1162.5229,0.2472,0.7855,0.2727,AirEconomizer
18.6785,46.2855,775.4263,0.2084,2.3347,0.5337,AirEconomizer
35.3381,88.7491,1870.5988,0.2208,2.2194,0.6028,ChilledWater
33.1301,57.9807,1301.8394,0.0950,0.9528,0.3796,Evaporative
20.4676,23.0368,666.5168,0.2045,0.7124,0.6788,AirEconomizer
27.2956,82.2075,1966.2558,0.1548,1.7278,0.2506,Evaporative
25.5525,68.6384,942.0310,0.2372,1.9388,0.7496,Evaporative
44.4988,86.3830,1189.4555,0.2479,2.4432,0.3178,ChilledWater
37.3146,60.7387,731.4016,0.2361,1.4110,0.7251,ChilledWater
41.5318,20.6121,611.9109,0.1190,1.2728,0.7228,ChilledWater
37.8862,43.1685,970.0141,0.1780,1.5457,0.2684,ChilledWater
33.3501,48.2325,1881.3555,0.0734,1.5136,0.5683,Evaporative
26.6638,49.9323,1030.5311,0.2170,2.1313,0.4609,Evaporative
17.2383,53.5663,343.3079,0.1838,0.9004,0.7016,AirEconomizer
43.3889,31.3006,995.2840,0.0773,0.6407,0.3124,ChilledWater
37.4093,70.2813,1886.3285,0.0700,2.0176,0.5842,ChilledWater
25.8560,82.3121,776.9379,0.1848,0.5261,0.7048,Evaporative
22.8251,46.1708,1206.4793,0.0769,0.5927,0.5313,Evaporative
15.1280,59.7314,221.5261,0.0892,1.8280,0.5681,AirEconomizer
15.6662,71.6417,1436.9039,0.1235,0.5293,0.2667,AirEconomizer
28.4352,55.7562,518.7789,0.1908,0.7365,0.2347,Evaporative
25.3282,69.7323,838.6390,0.2168,1.0220,0.6131,Evaporative
25.0416,73.0910,1804.2349,0.2111,1.3519,0.6035,Evaporative
33.0863,75.0841,1667.7168,0.2121,2.3825,0.6720,Evaporative
43.2822,26.3849,965.9463,0.2467,1.0067,0.2217,ChilledWater
15.6482,77.9538,1821.3084,0.0552,0.5000,0.7497,AirEconomizer
17.7062,79.4718,1165.6615,0.2097,1.9359,0.5570,ChilledWater
41.6993,27.0740,222.1081,0.0717,1.9609,0.6037,ChilledWater
33.8085,26.3599,1850.1853,0.1929,1.2101,0.6854,ChilledWater
24.2501,21.9615,1325.3510,0.0566,2.3582,0.3093,Evaporative
44.1853,46.4848,1663.1893,0.2016,0.4795,0.3139,ChilledWater
43.1067,81.1192,1026.8029,0.1868,1.0356,0.6429,ChilledWater
44.1249,61.3706,671.0656,0.1664,0.8205,0.2879,ChilledWater
36.1122,37.4898,812.7563,0.1041,1.2287,0.3845,ChilledWater
36.6212,60.5379,1888.4855,0.1904,0.6230,0.3056,ChilledWater
44.9456,76.4973,624.5115,0.1218,0.8939,0.4634,ChilledWater
16.5982,39.2530,630.1478,0.1961,2.4086,0.4688,AirEconomizer
31.2151,75.0436,210.0183,0.1728,0.8446,0.4587,Evaporative
41.7357,89.5309,1924.7690,0.1136,1.7342,0.6029,ChilledWater
41.3487,41.9335,304.2965,0.0578,1.3543,0.7119,ChilledWater
42.7113,28.6855,1505.6894,0.1011,1.0959,0.2117,ChilledWater
24.3576,41.3590,817.9525,0.1578,2.1302,0.3794,Evaporative
38.9023,36.6638,739.5402,0.2007,2.2257,0.6137,ChilledWater
44.9395,71.2996,1919.5500,0.2484,0.7111,0.5216,ChilledWater
26.6389,74.4078,1670.2339,0.1221,0.3495,0.3216,Evaporative
15.5901,67.9835,272.7938,0.2003,2.0996,0.4271,AirEconomizer
35.9549,20.5530,540.1158,0.0957,0.6596,0.7309,ChilledWater
25.4012,35.9037,1533.4238,0.1617,2.2045,0.5673,Evaporative
28.4549,72.9084,303.4277,0.1607,0.4485,0.4787,Evaporative
40.0549,50.2932,1123.4203,0.0985,0.6340,0.6543,ChilledWater
33.3967,64.3505,1969.3132,0.2455,0.6459,0.2676,Evaporative
37.1589,35.4420,881.5575,0.1214,2.3606,0.2543,ChilledWater
41.3843,20.0247,1902.4070,0.1547,1.1045,0.5209,ChilledWater
33.5198,67.7709,1039.5466,0.2447,1.7573,0.2580,Evaporative
25.1736,74.0620,1468.6264,0.1074,1.8931,0.4480,Evaporative
16.2145,57.1821,1291.9476,0.1120,0.8943,0.3240,AirEconomizer
35.0134,49.4026,442.0997,0.1682,0.8678,0.4974,ChilledWater
17.3981,23.8627,1515.7296,0.1782,0.9787,0.6346,AirEconomizer
31.6756,23.7589,786.2394,0.1773,2.1166,0.4674,Evaporative
23.6721,60.4482,951.8012,0.0642,2.0217,0.2940,Evaporative
23.8742,48.2594,1987.7856,0.2216,0.7024,0.2204,Evaporative
34.5405,81.2344,386.0309,0.0938,1.4226,0.5069,ChilledWater
18.1311,72.8791,1257.2190,0.0913,2.0620,0.6154,AirEconomizer
40.9943,40.9794,661.2188,0.1843,1.7748,0.6390,ChilledWater
18.3141,54.3972,1012.2583,0.1397,2.0609,0.2816,AirEconomizer
24.5898,55.7487,514.1810,0.0959,0.8150,0.2465,Evaporative
39.0574,78.3131,933.2323,0.1028,2.0522,0.7485,ChilledWater
19.5276,67.2299,263.5490,0.1424,0.4649,0.5085,AirEconomizer
22.0683,65.9098,719.9332,0.1468,1.3407,0.5865,Evaporative
15.1869,79.9819,874.0855,0.2373,1.9462,0.2050,ChilledWater
26.9320,81.4695,489.1309,0.0885,1.0122,0.6835,Evaporative
24.3366,88.1828,792.2594,0.1849,0.7866,0.6097,Evaporative
38.4461,82.5306,730.2452,0.1829,0.7561,0.2968,ChilledWater
22.8180,34.6020,1485.5217,0.2338,0.7790,0.5547,Evaporative
30.7484,78.0154,883.7475,0.0835,0.6817,0.4218,Evaporative
19.8855,29.7475,824.1677,0.0854,1.0097,0.6771,AirEconomizer
24.5471,25.0651,1922.6791,0.1719,1.2049,0.4605,Evaporative
24.5901,23.4273,1919.8651,0.1930,1.5219,0.3756,Evaporative
37.6203,55.4879,1402.2471,0.2001,0.6706,0.4512,ChilledWater
