tempC,rh,itLoadKW,electricityPrice,waterPrice,carbonFactor,air_feasible,air_energyKWh,air_costUSD,air_carbonKg,air_waterL,air_pue,air_violations,evap_feasible,evap_energyKWh,evap_costUSD,evap_carbonKg,evap_waterL,evap_pue,evap_violations,chill_feasible,chill_energyKWh,chill_costUSD,chill_carbonKg,chill_waterL,chill_pue,chill_violations,bestTechnique
26.8253,20.0632,1875.0683,0.1611,0.5853,0.2656,true,3282715.6425,2322223.0651,3828828.3732,0.0000,1.2949,0,true,455377.3773,1877191.7706,3260172.9131,17862357.3400,1.0409,0,true,1421177.6794,2045683.3350,3351120.7943,22542294.0582,1.1277,0,Evaporative
15.5736,74.9410,575.2208,0.2095,1.1891,0.4408,true,358570.1087,790562.2671,1663429.5482,0.0000,1.1050,0,true,139692.0181,748899.6496,1659769.3698,3528289.8075,1.0409,15,true,456516.5472,832520.4452,1734413.1439,6914840.2022,1.1337,0,AirEconomizer
40.6434,77.4055,258.6989,0.2159,2.1725,0.4124,true,582087.5006,457410.1902,873616.5439,0.0000,1.3789,0,true,125001.8645,366855.4756,724187.2581,3746896.7474,1.0814,17,true,221731.1448,399978.6983,751018.3278,3111040.5827,1.1443,0,ChilledWater
27.3380,80.1883,1428.4141,0.2199,2.1202,0.4661,true,3100377.4518,2546933.1618,5398306.9320,0.0000,1.3656,0,true,346923.3747,1971371.6718,4358672.5367,14129202.3893,1.0409,0,true,1089835.7951,2155073.8291,4490570.5505,17174474.0364,1.1285,0,Evaporative
33.6809,73.7709,1664.0067,0.1287,1.0611,0.4524,true,3743013.4770,1752846.7031,6162560.7774,0.0000,1.3789,0,true,404120.4621,1344356.2428,4927659.6635,19931890.6465,1.0409,5,true,1264555.5460,1463268.2617,5069848.3659,20005010.9600,1.1280,0,ChilledWater
29.7869,30.2304,1121.6038,0.2319,2.3989,0.6974,true,2281346.8228,2073350.2845,6235638.1644,0.0000,1.3426,0,true,272406.0609,1635696.3910,5120946.3294,11760944.6648,1.0409,0,true,862116.3457,1791211.7078,5289805.7964,13485425.9138,1.1295,0,Evaporative
20.2885,43.6042,804.3459,0.0796,2.0694,0.6978,true,504268.1219,420457.6966,3683593.1222,0.0000,1.1056,0,true,195331.5394,408395.2394,3673479.8962,6061244.9246,1.0409,9,true,626517.2638,455227.1091,3812906.4143,9668876.1279,1.1312,0,AirEconomizer
41.5468,34.9144,439.1165,0.0712,2.1573,0.3481,true,987640.2673,255952.4973,1251330.6630,0.0000,1.3789,0,true,106637.7525,206783.0384,1000581.3878,6288728.2715,1.0409,19,true,355510.9851,226817.4077,1053219.5660,5278568.8575,1.1364,0,ChilledWater
18.4041,27.6304,1395.5302,0.1317,1.8351,0.7074,true,559209.2202,1164770.9336,6257018.3436,0.0000,1.0675,0,true,338938.0483,1153494.8876,6462656.6711,9661501.8826,1.0409,11,true,1065437.6604,1270530.1407,6659734.6062,16779218.8804,1.1286,0,AirEconomizer
35.9371,78.0247,704.4060,0.1657,0.8150,0.6004,true,1584836.5965,955830.8070,3462712.0983,0.0000,1.3789,0,true,171091.4084,728887.3258,2768816.5161,9010010.8454,1.0409,9,true,552549.9950,802115.3215,2880834.8714,8470360.4936,1.1321,0,ChilledWater
21.0202,66.4329,1010.7940,0.1285,2.1201,0.4361,true,741636.3284,866504.5292,2940176.7354,0.0000,1.1236,0,true,245470.2697,819487.7232,2885168.6529,7901271.5539,1.0409,7,true,779730.4871,905267.4695,2984294.5991,12150908.5054,1.1299,0,Evaporative
33.8704,31.2916,901.6563,0.1325,1.9823,0.4072,true,2028559.0354,978444.7301,3006098.6067,0.0000,1.3789,0,true,218997.1517,759686.3702,2403705.6176,10629289.7497,1.0409,5,true,698939.2536,832075.7872,2490375.4066,10841891.4296,1.1305,0,ChilledWater
42.4029,86.3922,1135.3991,0.0879,0.9963,0.3246,true,2554187.2292,816800.9784,3017597.5841,0.0000,1.3789,0,true,656100.7749,667291.6291,2536375.8992,17339725.0782,1.0973,21,true,883144.9873,689128.5631,2495602.8517,13670613.3988,1.1310,0,ChilledWater
24.8708,26.0434,1958.8787,0.1632,1.0621,0.3747,true,2918546.1342,2374663.3853,5451601.5611,0.0000,1.2510,0,true,475728.1886,1994503.0977,4804935.4823,17494736.0124,1.0409,0,true,1483353.8101,2175703.8473,4937422.6114,23549557.1977,1.1276,0,Evaporative
40.4699,47.7474,1700.8834,0.2445,1.4268,0.2161,true,3826509.6348,3404544.3779,3009699.9486,0.0000,1.3789,0,true,413106.9202,2604249.7110,2406587.1037,23969027.4935,1.0409,15,true,1292108.6552,2829544.6578,2475590.2421,20451266.7813,1.1279,0,ChilledWater
31.3798,42.1021,887.4444,0.1867,1.7012,0.2783,true,1891412.8202,1336962.3357,1992619.0544,0.0000,1.3590,0,true,215510.0675,1040670.1023,1616592.6134,9798925.9036,1.0409,0,true,688168.6813,1142191.7647,1675283.2168,10667639.1565,1.1306,0,Evaporative
34.9652,46.4852,1326.0241,0.1142,1.5284,0.3376,true,2982800.8396,1239410.6422,3664625.3717,0.0000,1.3789,0,true,322040.5546,960411.3045,2930278.8942,16220812.3404,1.0409,7,true,1013750.4855,1046162.2118,3021193.1427,15941957.9586,1.1288,0,ChilledWater
44.9120,48.7494,1279.4370,0.1646,0.4930,0.3200,true,2877834.2412,1723882.8272,3351024.4435,0.0000,1.3789,0,true,310716.6894,1311221.6982,2679522.6489,20037306.0542,1.0409,24,true,1018057.2437,1435768.1606,2776156.4691,15451041.8228,1.1340,0,ChilledWater
17.1162,37.7687,207.4007,0.1345,2.0839,0.6758,true,65092.9081,174488.2947,876623.3552,0.0000,1.0528,0,true,50383.6846,175335.7818,918027.8222,1356213.9772,1.0409,13,true,183702.1395,204127.5800,999411.0662,2494782.5438,1.1491,0,AirEconomizer
28.8196,86.8749,1739.4062,0.1171,1.5872,0.5511,true,3823544.4008,1657751.4884,7798391.3038,0.0000,1.3702,0,true,422463.8926,1288090.8503,6275172.8394,18112310.0881,1.0409,0,true,1320704.8417,1405148.0015,6453941.0271,20914522.8244,1.1279,0,Evaporative
40.3124,38.6864,1887.0213,0.1909,0.8525,0.4575,true,4244785.6257,2949055.8825,7067776.6739,0.0000,1.3789,0,true,458288.6797,2248649.9373,5651478.5311,26318980.5723,1.0409,15,true,1430099.1463,2443112.8339,5808868.1866,22686795.9432,1.1276,0,ChilledWater
21.4419,34.7704,371.0483,0.1921,1.1293,0.2156,true,297010.5983,480474.5145,539080.5578,0.0000,1.1348,0,true,90131.0300,444027.6272,523778.9411,2923410.0162,1.0409,7,true,305162.5688,499198.5900,554434.1775,4462558.2129,1.1385,0,Evaporative
43.0187,82.2298,577.7898,0.0591,1.7227,0.6121,true,1299359.2567,279312.7632,2894457.0798,0.0000,1.3789,0,true,333792.3168,237660.2671,2432886.6007,8927845.1056,1.0973,24,true,466947.2861,245860.7914,2423549.4957,6960073.5776,1.1362,0,ChilledWater
35.2396,52.4425,1452.0367,0.0685,1.9191,0.5135,true,3266687.7764,813841.8553,6105243.0685,0.0000,1.3789,0,true,352668.3125,648809.7734,4881814.9389,17950889.3254,1.0409,7,true,1107415.0714,703850.8592,5028758.7355,17459227.7510,1.1284,0,ChilledWater
24.6160,82.6069,1549.6651,0.0860,1.1455,0.2553,true,3249370.9550,1070408.7166,3178633.7298,0.0000,1.3531,0,true,376371.0737,839409.8494,2590009.5852,13970346.5671,1.0409,0,true,1179821.3243,919247.6201,2666375.7145,18632243.0526,1.1282,0,Evaporative
42.1542,20.7954,911.6664,0.2380,1.7533,0.5444,true,2050824.6775,1776157.5694,4063475.6325,0.0000,1.3789,0,true,221414.1359,1363768.5607,3249201.7634,13099024.3316,1.0409,19,true,706738.9088,1490526.3569,3366042.7142,10961720.1042,1.1306,0,ChilledWater
32.1582,54.2487,1270.1836,0.0902,1.7922,0.6776,true,2767693.6387,929701.6266,6984995.3411,0.0000,1.3670,0,true,308477.2213,733759.5714,5633760.9686,14421187.8263,1.0409,0,true,972298.8117,800837.6311,5811198.6179,15270449.1989,1.1289,0,Evaporative
32.8834,42.5683,1576.1765,0.2274,2.2005,0.3126,true,3527288.7289,2930775.3453,4028475.8401,0.0000,1.3769,0,true,382809.9239,2255577.7109,3225841.5989,18172910.5675,1.0409,0,true,1199497.5019,2457384.2924,3320459.0670,18950997.2107,1.1282,0,Evaporative
41.1410,33.1883,1552.5846,0.0916,0.7906,0.7088,true,3492525.0034,1164418.1369,9009381.8550,0.0000,1.3789,0,true,377068.5772,896397.7913,7204007.6238,21997079.3320,1.0409,17,true,1181917.4487,973275.8182,7416287.2740,18666243.4962,1.1282,0,ChilledWater
18.0254,41.5141,965.5579,0.2101,1.0447,0.3148,true,357587.7611,1279307.8774,1916678.1986,0.0000,1.0624,0,true,234482.4544,1260331.7349,1989184.3186,6592069.9416,1.0409,11,true,746148.9563,1386316.4356,2058832.8918,11606901.4089,1.1302,0,AirEconomizer
36.2992,79.8725,693.1007,0.0773,1.0069,0.6060,true,1559390.1484,438550.4216,3439260.4137,0.0000,1.3789,0,true,168344.8860,340082.5494,2750064.6692,8964617.2354,1.0409,9,true,544154.5135,373362.9316,2862226.4386,8334358.7195,1.1322,0,ChilledWater
22.1251,84.9670,1513.3486,0.1130,2.3256,0.7300,true,2981359.3211,1351973.4427,8735628.1609,0.0000,1.3318,0,true,367539.1724,1085600.7054,7231970.6089,12444450.3345,1.0409,5,true,1152796.6130,1194819.0876,7446785.2014,18194487.3422,1.1283,0,Evaporative
29.1802,46.9059,276.0457,0.1758,0.4682,0.7254,true,544171.4975,383721.1914,1583799.8432,0.0000,1.3320,0,true,67046.9037,301204.5610,1311015.8048,2858343.2246,1.0409,0,true,234581.4126,341949.5956,1404974.1321,3319293.2993,1.1431,0,Evaporative
37.5390,52.6723,1437.3635,0.0514,1.4079,0.6998,true,3233289.3132,604957.6379,8233967.2058,0.0000,1.3789,0,true,349082.7715,483262.1234,6583978.6608,18883595.6116,1.0409,11,true,1096390.9853,522668.3100,6782803.2965,17280725.4224,1.1285,0,ChilledWater
37.7872,83.7387,1991.1493,0.1473,1.1438,0.5937,true,4479370.0692,2402048.6535,9678346.5819,0.0000,1.3789,0,true,910448.7921,1906928.5227,7992330.2996,26886227.7270,1.0770,11,true,1507495.6897,2000826.3926,7951403.7453,23940562.2982,1.1275,0,ChilledWater
33.7410,71.5369,1314.5043,0.1155,2.2154,0.5122,true,2957354.3915,1243188.4011,5512302.0943,0.0000,1.3789,0,true,319268.9883,973367.1332,4407691.2071,15752992.1917,1.0409,5,true,1005362.4513,1060019.2806,4544865.0570,15805956.1845,1.1288,0,ChilledWater
29.9432,32.8733,1842.1641,0.2006,0.7425,0.4365,true,3762238.1425,2948264.4581,6416483.3861,0.0000,1.3440,0,true,447389.6856,2297811.2442,5263880.8794,19425613.9075,1.0409,0,true,1396779.8717,2502906.6672,5411437.0879,22147038.9022,1.1277,0,Evaporative
39.2023,41.8115,706.7367,0.1970,1.4825,0.2016,true,1589607.8055,1139793.3955,1166197.7690,0.0000,1.3789,0,true,171631.0162,874674.5237,932507.4322,9615191.7473,1.0409,13,true,554110.6420,960798.7980,970169.8510,8495860.8262,1.1321,0,ChilledWater
36.1956,78.7974,729.0845,0.2174,2.3214,0.5533,true,1639705.5002,1297144.7131,3301944.7277,0.0000,1.3789,0,true,177048.7900,1001018.7767,2640284.2556,9396730.3685,1.0409,9,true,570634.0197,1098813.2119,2745295.9994,8763614.3190,1.1319,0,ChilledWater
27.3060,55.1242,348.0180,0.0756,1.3901,0.6791,true,623550.0824,203278.0409,1826045.9501,0.0000,1.3019,0,true,84499.8406,167257.0377,1546447.0746,3404708.3761,1.0409,0,true,287809.4681,188476.7952,1640865.7889,4182054.5538,1.1394,0,Evaporative
20.0651,71.5449,958.3920,0.1105,1.5522,0.6491,true,845756.7181,722132.7053,4242553.8583,0.0000,1.1486,0,true,232754.1891,665601.4400,4072393.0921,7216099.8375,1.0409,9,true,740906.4484,735400.9067,4215433.6256,11521900.3001,1.1302,0,Evaporative
44.8950,38.7634,1033.4067,0.1841,1.0837,0.7334,true,2324373.9947,1557596.5155,6203795.3338,0.0000,1.3789,0,true,250963.5457,1193181.9479,4960637.7584,16025114.1751,1.0409,24,true,825610.7524,1306759.3871,5150883.4579,12475272.7774,1.1346,0,ChilledWater
23.2364,41.5415,776.5604,0.2460,0.6412,0.4436,true,924771.7418,1361651.2187,2455418.0996,0.0000,1.2006,0,true,188610.1665,1184786.2343,2255015.7293,6565093.1883,1.0409,0,true,606066.1476,1304759.7366,2342031.5723,9337371.8035,1.1314,0,Evaporative
22.0042,63.6411,1251.7765,0.1416,0.4997,0.6252,true,1113610.2670,1210103.5132,5342473.4099,0.0000,1.1498,0,true,304009.9159,1100536.8337,5122843.3295,10164696.0234,1.0409,5,true,958657.5379,1204612.7297,5285031.0074,15049446.3160,1.1290,0,Evaporative
40.8970,21.2097,331.6220,0.2419,1.3621,0.6260,true,745899.0103,656645.9676,1699275.4847,0.0000,1.3789,0,true,80534.8282,502005.7183,1358763.3069,4632298.6338,1.0409,17,true,275758.6963,563607.2113,1444457.2055,3986552.0035,1.1401,0,ChilledWater
44.0891,35.4711,372.5056,0.0798,1.0653,0.7008,true,838142.3847,243326.0161,2137673.1278,0.0000,1.3789,0,true,90479.5015,189709.2377,1709301.4880,5656365.0755,1.0409,24,true,313208.8148,211267.9373,1813993.8914,4492162.3468,1.1416,0,ChilledWater
17.8480,51.6892,1545.9222,0.2018,1.6255,0.6148,true,550649.8460,1963666.7961,5980753.7137,0.0000,1.0600,0,true,375443.6962,1945365.7127,6220982.8258,10497400.4902,1.0409,13,true,1176931.2284,2133018.1083,6404537.4848,18585492.4428,1.1282,0,AirEconomizer
33.6430,79.8565,234.2067,0.1961,0.7817,0.6611,true,527218.5968,376263.2256,1268429.8684,0.0000,1.3789,0,true,56901.5212,286231.6047,1014238.6394,2811968.7565,1.0409,3,true,203649.6741,327382.1670,1096220.0712,2817786.7573,1.1464,0,Evaporative
19.2455,49.9732,430.2530,0.1571,0.8817,0.3541,true,211597.1004,434428.3150,979330.0895,0.0000,1.0828,0,true,104488.3881,420344.6041,997176.6014,3107508.8087,1.0409,11,true,348954.8419,470470.1485,1050298.6675,5172317.4715,1.1366,0,AirEconomizer
36.4788,52.2051,1290.0069,0.2410,0.9512,0.2522,true,2901690.2863,2545189.3026,2663392.9074,0.0000,1.3789,0,true,313288.1861,1937015.9503,2129682.4826,16481063.6147,1.0409,9,true,986989.4362,2113666.0375,2196392.0898,15508452.3036,1.1289,0,ChilledWater
40.8754,62.7639,985.3819,0.1762,1.8321,0.6997,true,2217021.7918,1421846.4319,5645588.6342,0.0000,1.3789,0,true,239338.0639,1099325.1704,4514263.9858,14186909.4342,1.0409,17,true,761117.9420,1198106.4434,4671008.6753,11849154.5691,1.1301,0,ChilledWater
29.1584,82.6807,1039.0851,0.1911,2.3644,0.4861,true,2288455.2034,1615846.0227,4110870.8049,0.0000,1.3710,0,true,252339.8181,1252612.8404,3306015.3786,10915251.4594,1.0409,0,true,800718.1001,1373168.4609,3418338.2698,12490912.9406,1.1298,0,Evaporative
32.7214,68.4227,821.5610,0.0546,1.4095,0.3989,true,1844071.9975,366679.8346,2681196.6761,0.0000,1.3781,0,true,199525.9169,290422.1191,2145185.5893,9546194.7110,1.0409,0,true,639378.3851,318324.0704,2225816.7375,9877128.8445,1.1311,0,Evaporative
28.0592,44.7458,718.1166,0.1726,2.1288,0.5536,true,1359142.0793,970201.3248,3112384.1536,0.0000,1.3188,0,true,174386.2447,781006.7399,2601998.0386,7172663.8001,1.0409,0,true,562501.6305,861978.3966,2706259.6446,8631862.6003,1.1320,0,Evaporative
36.2555,87.5181,1579.9199,0.1168,1.5790,0.6647,true,3553755.5191,1509971.6447,8597037.3444,0.0000,1.3789,0,true,722339.9237,1211793.7236,7099407.6555,20514696.4966,1.0770,9,true,1202115.0187,1272769.7077,7075772.9480,18993497.7651,1.1282,0,ChilledWater
27.4019,63.2636,338.9720,0.1816,0.6868,0.2647,true,610587.6971,476498.1779,694351.2016,0.0000,1.3034,0,true,82329.1542,382837.5813,587382.3104,3336738.2236,1.0409,0,true,281277.9591,430938.2626,623882.5632,4075803.1678,1.1397,0,Evaporative
40.3652,45.6702,561.7190,0.0583,1.6083,0.2783,true,1263575.1891,268284.5730,1279983.5495,0.0000,1.3789,0,true,136421.5634,215204.5116,1023489.9880,7883736.6692,1.0409,15,true,446552.6764,235159.5713,1070125.4874,6753338.0955,1.1339,0,ChilledWater
23.1933,64.6031,340.4621,0.0966,0.7497,0.5328,true,403482.6617,234258.2654,1291892.8235,0.0000,1.1996,0,true,82681.4548,205433.1276,1187371.9663,2893839.8640,1.0409,0,true,282317.2238,231713.9049,1260939.3169,4092803.3895,1.1397,0,Evaporative
23.1226,59.6448,1662.2587,0.1101,2.2601,0.6247,true,1853504.7699,1290426.6013,7322423.3075,0.0000,1.1878,0,true,403693.4758,1162618.6553,6796916.5138,14068286.6618,1.0409,0,true,1263243.2671,1277555.4579,6993102.7737,19983760.6828,1.1280,0,Evaporative
32.4977,86.7270,772.1156,0.0982,0.6536,0.6706,true,1732359.7402,620112.8527,4235318.7770,0.0000,1.3779,0,true,187511.6846,474323.7496,3388953.7468,9001287.6252,1.0409,0,true,602646.8017,521457.3593,3520075.5455,9282121.0828,1.1315,0,Evaporative
26.7114,58.9692,1765.8096,0.1383,1.4695,0.2791,true,3076407.9281,1874679.1559,3784211.9972,0.0000,1.2935,0,true,428845.5713,1533573.3195,3225761.7388,16961794.6731,1.0409,0,true,1340112.3483,1674548.0675,3317258.4791,21229026.9270,1.1278,0,Evaporative
32.7065,51.8416,446.9224,0.0996,1.2320,0.7236,true,988879.3381,362788.2494,2635066.9065,0.0000,1.3728,0,true,108529.8989,281432.2007,2116443.4418,5148959.2714,1.0409,0,true,361279.8649,313168.9802,2226591.2415,5372070.0772,1.1362,0,Evaporative
20.7472,50.7233,1586.2507,0.1906,1.6848,0.5627,true,1095793.3483,2003765.5455,5916225.7944,0.0000,1.1164,0,true,385234.4020,1888895.5907,5843166.0465,12203989.1532,1.0409,7,true,1206838.2346,2069080.1054,6014209.9378,19069998.7630,1.1282,0,Evaporative
33.5587,67.8516,287.6694,0.1467,0.4957,0.5985,true,647294.0238,345502.8888,1409910.7966,0.0000,1.3789,0,true,69875.1831,262511.8671,1127375.5186,3422776.8304,1.0409,3,true,243245.2493,297208.1183,1205833.6581,3459545.1288,1.1424,0,Evaporative
44.9558,64.6008,1135.1732,0.0638,0.7735,0.2242,true,2553392.0277,592728.1057,2083827.0345,0.0000,1.3789,0,true,351305.4243,466250.3392,1683212.2368,18077356.9483,1.0521,24,true,910683.3115,502580.2246,1729600.6481,13716413.7117,1.1351,0,ChilledWater
35.5470,57.5843,1747.9430,0.1712,0.4082,0.3293,true,3932271.4348,2449812.5700,4712463.0540,0.0000,1.3789,0,true,424530.5333,1858256.1739,3768135.8970,21851295.7813,1.0409,9,true,1326999.8325,2023202.7830,3875331.6479,21016524.1549,1.1279,0,ChilledWater
15.7239,68.8442,765.0238,0.1025,1.4232,0.6832,true,335944.7148,499954.2583,3332511.8949,0.0000,1.0740,0,true,185792.0743,491277.3234,3421277.3547,4717128.7515,1.0409,15,true,597401.0702,546306.6432,3554232.6712,9197119.9740,1.1315,0,AirEconomizer
42.0513,66.5389,514.0652,0.1771,1.2548,0.7315,true,1156222.9861,745218.2350,3077909.1194,0.0000,1.3789,0,true,124839.4074,572150.8504,2461138.4649,7643835.9744,1.0409,19,true,413302.4805,632575.6108,2580623.5467,6183492.0690,1.1354,0,ChilledWater
42.3907,25.2232,1469.4382,0.2438,1.9027,0.3902,true,3305652.6501,2933553.7236,4693874.9594,0.0000,1.3789,0,true,356884.4558,2255028.5187,3753274.2520,21297284.8167,1.0409,21,true,1123522.8962,2450455.3195,3867082.3010,17673339.8866,1.1288,0,ChilledWater
19.0515,30.7625,488.1787,0.0996,0.7142,0.7124,true,229806.0065,311457.4404,2228615.9286,0.0000,1.0793,0,true,118562.6690,302867.1652,2276699.4588,3479991.5057,1.0409,11,true,391985.1109,338076.1270,2389089.0314,5869326.5638,1.1352,0,AirEconomizer
38.3196,82.8579,1626.2299,0.0927,1.0889,0.5130,true,3657926.9161,1234540.0578,6828706.6845,0.0000,1.3789,0,true,743513.6363,988507.3713,5639125.3613,22259768.8698,1.0770,13,true,1236482.8153,1037122.1121,5618957.6556,19550255.0279,1.1281,0,ChilledWater
25.5974,36.3678,1715.3877,0.2099,1.5623,0.3881,true,2754221.6957,2715605.8148,5022191.3816,0.0000,1.2704,0,true,416628.1574,2249633.6579,4358697.1006,15753291.4939,1.0409,0,true,1302864.6488,2456473.8110,4483364.8999,20625519.0544,1.1279,0,Evaporative
18.7718,66.3816,1840.5731,0.1547,1.0145,0.5562,true,810451.6970,1815603.0831,6529300.1136,0.0000,1.0742,0,true,447025.5934,1772669.5243,6701999.9724,13086975.0499,1.0409,11,true,1395734.8258,1938331.3938,6889923.1300,22130038.6804,1.1277,0,AirEconomizer
20.3559,71.1843,449.3105,0.2388,1.3628,0.6034,true,385168.6857,728899.5624,1842096.8227,0.0000,1.1444,0,true,109120.7766,667653.7795,1774785.9329,3423775.8418,1.0409,9,true,363125.0617,746057.6266,1866854.3786,5401820.4653,1.1361,0,Evaporative
32.3993,23.6938,986.7382,0.0620,1.2415,0.5053,true,2178042.1310,498414.6505,4060530.7038,0.0000,1.3718,0,true,239630.1695,392009.4097,3263568.2744,11134701.0156,1.0409,0,true,761891.4164,429217.2263,3376810.8229,11861904.7354,1.1301,0,Evaporative
24.5024,77.0668,950.5928,0.1598,1.7314,0.5138,true,1930909.3068,1210733.6508,3891666.3187,0.0000,1.3421,0,true,230862.8207,953738.9112,3197023.5906,8515624.1107,1.0409,0,true,735135.8062,1049467.7437,3309705.8573,11428399.0804,1.1303,0,Evaporative
25.7802,72.3724,1156.3073,0.1083,0.5312,0.4601,true,2252853.9819,987041.0957,4195008.7835,0.0000,1.3282,0,true,280826.7416,779310.1162,3482494.3398,10815411.0180,1.0409,0,true,887824.1265,853485.7967,3596004.4530,13901931.3470,1.1293,0,Evaporative
38.9890,38.4910,1081.8764,0.2122,0.5975,0.3610,true,2433316.6007,1878854.5219,3197139.6020,0.0000,1.3789,0,true,262730.1308,1427061.1377,2556477.0528,14610069.4375,1.0409,13,true,832461.8530,1560361.1184,2641954.9082,13005169.6490,1.1296,0,ChilledWater
20.8414,21.6940,1999.1194,0.0513,1.9405,0.6867,true,1410651.1355,681368.1754,9118699.6053,0.0000,1.1189,0,true,485508.6435,663652.1769,8986004.1242,15333146.5179,1.0409,7,true,1513262.9891,736506.8254,9232472.0561,24034063.5179,1.1275,0,AirEconomizer
24.7997,89.2220,1500.4139,0.2481,2.1333,0.5146,true,3153162.1362,2992553.2117,6206263.4309,0.0000,1.3540,0,true,364379.5161,2329702.6110,5053823.5720,13654373.3642,1.0409,0,true,1143085.3272,2547922.7694,5204340.9533,18037235.2909,1.1283,0,Evaporative
33.2443,39.1576,1690.2638,0.1637,1.6538,0.6681,true,3802653.5897,2265882.2315,9245382.1390,0.0000,1.3789,0,true,410529.6167,1742995.0938,7392701.6436,19655784.0494,1.0409,3,true,1284238.6003,1897479.6278,7605057.5731,20323765.1181,1.1280,0,Evaporative
28.1883,84.0713,655.9641,0.0673,0.8698,0.3024,true,1436321.8601,358820.6516,1612518.1519,0.0000,1.3687,0,true,159328.0716,278692.7759,1298953.5560,6683861.5835,1.0409,0,true,516609.5932,308029.8669,1353435.1538,7888102.8982,1.1326,0,Evaporative
25.8564,36.4075,1072.2618,0.0911,2.1333,0.3747,true,1743837.2670,738499.8833,3038391.6967,0.0000,1.2739,0,true,260403.9085,624602.6835,2629667.6382,9934667.4894,1.0409,0,true,825381.3215,688102.3008,2717903.4775,12890418.1521,1.1297,0,Evaporative
39.0987,57.0409,676.8002,0.2412,1.1750,0.4230,true,1522810.8792,1336935.5608,2344067.9159,0.0000,1.3789,0,true,164391.0242,1020137.9346,1874336.4613,9279821.2241,1.0409,13,true,532089.2751,1122715.0740,1951705.2268,8138856.1692,1.1324,0,ChilledWater
25.2853,69.5255,1406.1457,0.2339,2.1573,0.2573,true,2411782.4364,2517094.3649,2768735.3737,0.0000,1.2889,0,true,341514.8760,2060688.7271,2368529.6211,12913740.3865,1.0409,0,true,1073307.7724,2255232.4754,2440575.8542,16906720.5437,1.1286,0,Evaporative
29.9787,50.5051,1570.6058,0.2469,0.5357,0.2601,true,3210770.1408,3094880.7373,3261096.8517,0.0000,1.3443,0,true,381446.2383,2405302.2816,2674656.3966,16689629.4103,1.0409,0,true,1195297.4668,2622976.5482,2753190.2856,18882996.3236,1.1282,0,Evaporative
21.1258,82.7896,1818.4654,0.0907,1.2090,0.3831,true,3492976.5408,1296333.9647,5474770.6305,0.0000,1.3235,0,true,441635.8661,1036875.1711,4560757.9721,14361610.4918,1.0409,7,true,1379202.8107,1136722.9460,4689062.0028,21862285.1877,1.1277,0,ChilledWater
44.0271,32.4929,979.7302,0.1076,0.9498,0.2192,true,2204298.5677,862811.6773,1758358.3495,0.0000,1.3789,0,true,237964.9192,665398.4004,1405999.4034,14817461.0009,1.0409,24,true,774309.1111,727013.7515,1458746.6429,11812453.7167,1.1331,0,ChilledWater
37.0507,33.1905,353.3230,0.0894,1.0727,0.4946,true,794406.3020,258563.4656,1429992.8019,0.0000,1.3789,0,true,85787.9336,200049.8087,1143449.0858,4531645.1122,1.0409,11,true,291744.7203,223803.5822,1212563.4954,4245805.3854,1.1391,0,ChilledWater
16.5503,40.6056,1811.7212,0.1907,2.4151,0.5092,true,563465.4860,2159130.3378,5763472.9389,0.0000,1.0524,0,true,440001.4203,2163444.4081,6038333.8130,11537445.0357,1.0409,15,true,1374218.8639,2378407.0578,6208381.7202,21781534.1343,1.1278,0,AirEconomizer
20.1709,35.2533,529.3562,0.0956,2.3996,0.4678,true,323429.5386,331247.7706,1621198.9998,0.0000,1.1029,0,true,128541.6654,322124.6489,1620666.6903,3961537.0683,1.0409,9,true,422402.9212,362004.5844,1697009.4970,6362332.9949,1.1344,0,AirEconomizer
30.5559,31.6462,1816.2447,0.1310,0.5797,0.3722,true,3808704.7976,1911159.3721,5430744.7364,0.0000,1.3532,0,true,441109.1053,1481405.3448,4424928.8294,19496581.1808,1.0409,0,true,1377631.1970,1613679.0700,4549457.3287,21836784.8550,1.1278,0,Evaporative
30.1991,52.0310,1861.1611,0.2128,1.4159,0.7341,true,3827020.0336,3165849.7627,10920847.2963,0.0000,1.3463,0,true,452015.0111,2475859.7097,8943577.3218,19922091.4199,1.0409,0,true,1410948.9785,2696817.2045,9193586.4380,22376541.8960,1.1277,0,Evaporative
27.9774,65.6309,1998.4516,0.2335,1.9091,0.4962,true,3701069.1398,3635219.6590,7722949.4950,0.0000,1.3119,0,true,485341.5203,2922513.5116,6490454.0879,20063416.2478,1.0409,0,true,1512737.4021,3184748.5886,6668487.6225,24025563.4071,1.1275,0,Evaporative
22.8698,38.5156,1532.9656,0.0886,0.6613,0.3032,true,1598053.2073,948387.9109,3244459.8495,0.0000,1.1756,0,true,372326.0463,848198.0949,3043007.2798,12773374.4708,1.0409,1,true,1167493.4508,928006.0741,3133035.4014,18432490.4469,1.1283,0,Evaporative
40.9955,71.5215,1446.5424,0.1715,1.8187,0.6493,true,3253964.5523,2030745.6735,7688769.5077,0.0000,1.3789,0,true,351313.5473,1571249.6035,6148031.1315,21037499.4213,1.0409,17,true,1103212.4451,1704372.2146,6333307.0407,17391226.8639,1.1285,0,ChilledWater
